protein_id	hit_rows
FUN_000652-T1	13
FUN_010856-T1	13
FUN_015525-T1	13
FUN_015534-T1	13
FUN_015553-T1	13
FUN_010972-T1	13
FUN_011096-T1	13
FUN_021265-T1	13
FUN_021273-T1	13
FUN_002142-T1	13
FUN_006564-T1	13
FUN_005205-T1	13
FUN_011209-T1	13
FUN_004182-T1	13
FUN_004183-T1	13
FUN_003021-T1	13
FUN_012330-T1	13
FUN_012335-T1	13
FUN_020107-T1	13
FUN_006444-T1	13
FUN_017826-T1	13
FUN_006486-T1	13
FUN_006538-T1	13
FUN_015485-T1	13
FUN_011130-T1	13
FUN_002991-T1	13
FUN_001319-T1	13
FUN_001322-T1	13
FUN_003016-T1	13
FUN_003019-T1	13
FUN_020116-T1	13
FUN_012358-T1	13
FUN_003282-T1	13
FUN_015418-T1	13
FUN_003002-T1	13
FUN_003569-T1	13
FUN_017833-T1	13
FUN_017835-T1	13
FUN_002016-T1	13
FUN_018149-T1	13
FUN_000129-T1	13
FUN_006410-T1	13
FUN_019286-T1	13
FUN_019294-T1	13
FUN_019325-T1	13
FUN_015209-T1	13
FUN_011319-T1	13
FUN_011376-T1	13
FUN_015311-T1	13
FUN_015323-T1	13
FUN_003823-T1	13
FUN_003794-T1	13
FUN_018169-T1	13
FUN_017896-T1	13
FUN_001994-T1	13
FUN_006378-T1	13
FUN_011277-T1	13
FUN_020381-T1	13
FUN_001293-T1	13
FUN_015373-T1	13
FUN_001972-T1	13
FUN_006275-T1	13
FUN_015273-T1	13
FUN_011503-T1	13
FUN_011542-T1	13
FUN_019373-T1	13
FUN_015169-T1	13
FUN_015199-T1	13
FUN_006276-T1	13
FUN_018131-T1	13
FUN_018135-T1	13
FUN_006293-T1	13
FUN_006307-T1	13
FUN_003247-T1	13
FUN_019473-T1	13
FUN_019316-T1	13
FUN_001257-T1	13
FUN_015048-T1	13
FUN_003101-T1	13
FUN_019362-T1	13
FUN_004079-T1	13
FUN_011750-T1	13
FUN_011551-T1	13
FUN_011594-T1	13
FUN_004097-T1	13
FUN_020322-T1	13
FUN_000749-T1	13
FUN_011653-T1	13
FUN_004069-T1	13
FUN_003509-T1	13
FUN_000983-T1	13
FUN_006170-T1	13
FUN_011950-T1	13
FUN_001187-T1	13
FUN_012312-T1	13
FUN_003128-T1	13
FUN_020277-T1	13
FUN_011763-T1	13
FUN_000754-T1	13
FUN_019396-T1	13
FUN_011844-T1	13
FUN_020264-T1	13
FUN_001230-T1	13
FUN_003212-T1	13
FUN_019439-T1	13
FUN_006140-T1	13
FUN_003514-T1	13
FUN_003498-T1	13
FUN_000069-T1	13
FUN_014773-T1	13
FUN_003187-T1	13
FUN_012185-T1	13
FUN_003878-T1	13
FUN_012209-T1	13
FUN_011972-T1	13
FUN_012030-T1	13
FUN_001215-T1	13
FUN_001864-T1	13
FUN_001933-T1	13
FUN_006069-T1	13
FUN_006095-T1	13
FUN_021334-T1	13
FUN_021340-T1	13
FUN_021357-T1	13
FUN_018746-T1	13
FUN_021493-T1	13
FUN_005515-T1	13
FUN_000005-T1	13
FUN_021523-T1	13
FUN_005494-T1	13
FUN_018055-T1	13
FUN_019840-T1	13
FUN_013360-T1	13
FUN_021457-T1	13
FUN_018012-T1	13
FUN_001919-T1	13
FUN_001198-T1	13
FUN_001205-T1	13
FUN_021514-T1	13
FUN_021531-T1	13
FUN_016835-T1	13
FUN_004846-T1	13
FUN_013918-T1	13
FUN_008349-T1	13
FUN_008407-T1	13
FUN_008412-T1	13
FUN_008420-T1	13
FUN_021001-T1	13
FUN_001578-T1	13
FUN_016876-T1	13
FUN_021010-T1	13
FUN_001598-T1	13
FUN_008303-T1	13
FUN_008312-T1	13
FUN_016956-T1	13
FUN_002448-T1	13
FUN_003796-T1	12
FUN_020145-T1	12
FUN_000865-T1	12
FUN_008725-T1	12
FUN_015539-T1	12
FUN_018267-T1	12
FUN_003834-T1	12
FUN_005507-T1	12
FUN_000856-T1	12
FUN_016747-T1	12
FUN_017729-T1	12
FUN_014395-T1	12
FUN_018801-T1	12
FUN_004102-T1	12
FUN_008780-T1	12
FUN_000878-T1	12
FUN_008790-T1	12
FUN_004111-T1	12
FUN_011593-T1	12
FUN_002436-T1	12
FUN_014801-T1	12
FUN_005539-T1	12
FUN_020150-T1	12
FUN_020152-T1	12
FUN_008653-T1	12
FUN_002153-T1	12
FUN_020053-T1	12
FUN_000849-T1	12
FUN_018798-T1	12
FUN_004867-T1	12
FUN_008534-T1	12
FUN_008569-T1	12
FUN_001548-T1	12
FUN_000829-T1	12
FUN_000830-T1	12
FUN_020217-T1	12
FUN_010957-T1	12
FUN_016354-T1	12
FUN_016315-T1	12
FUN_004856-T1	12
FUN_008560-T1	12
FUN_002521-T1	12
FUN_000822-T1	12
FUN_003586-T1	12
FUN_008889-T1	12
FUN_018835-T1	12
FUN_020239-T1	12
FUN_008397-T1	12
FUN_015593-T1	12
FUN_014408-T1	12
FUN_004781-T1	12
FUN_017374-T1	12
FUN_005565-T1	12
FUN_002993-T1	12
FUN_003009-T1	12
FUN_004787-T1	12
FUN_000919-T1	12
FUN_003307-T1	12
FUN_003601-T1	12
FUN_008344-T1	12
FUN_008348-T1	12
FUN_002934-T1	12
FUN_000805-T1	12
FUN_004783-T1	12
FUN_004910-T1	12
FUN_020258-T1	12
FUN_016697-T1	12
FUN_017659-T1	12
FUN_008234-T1	12
FUN_020278-T1	12
FUN_018143-T1	12
FUN_001850-T1	12
FUN_012505-T1	12
FUN_017237-T1	12
FUN_000927-T1	12
FUN_000774-T1	12
FUN_008262-T1	12
FUN_008263-T1	12
FUN_000933-T1	12
FUN_000934-T1	12
FUN_003011-T1	12
FUN_011485-T1	12
FUN_000753-T1	12
FUN_010857-T1	12
FUN_008249-T1	12
FUN_016689-T1	12
FUN_004122-T1	12
FUN_009065-T1	12
FUN_009043-T1	12
FUN_002492-T1	12
FUN_008190-T1	12
FUN_017679-T1	12
FUN_002542-T1	12
FUN_009045-T1	12
FUN_009052-T1	12
FUN_013386-T1	12
FUN_008215-T1	12
FUN_004944-T1	12
FUN_004940-T1	12
FUN_005655-T1	12
FUN_020302-T1	12
FUN_020303-T1	12
FUN_009142-T1	12
FUN_002919-T1	12
FUN_001869-T1	12
FUN_012557-T1	12
FUN_004757-T1	12
FUN_011710-T1	12
FUN_002327-T1	12
FUN_000962-T1	12
FUN_002188-T1	12
FUN_002192-T1	12
FUN_015666-T1	12
FUN_015639-T1	12
FUN_004726-T1	12
FUN_005647-T1	12
FUN_005650-T1	12
FUN_004962-T1	12
FUN_004963-T1	12
FUN_019937-T1	12
FUN_009173-T1	12
FUN_000704-T1	12
FUN_000706-T1	12
FUN_003251-T1	12
FUN_018864-T1	12
FUN_013465-T1	12
FUN_002566-T1	12
FUN_009234-T1	12
FUN_012486-T1	12
FUN_014255-T1	12
FUN_013161-T1	12
FUN_000694-T1	12
FUN_007985-T1	12
FUN_016978-T1	12
FUN_021440-T1	12
FUN_013965-T1	12
FUN_017384-T1	12
FUN_016985-T1	12
FUN_015710-T1	12
FUN_002904-T1	12
FUN_002908-T1	12
FUN_020391-T1	12
FUN_000688-T1	12
FUN_003015-T1	12
FUN_003018-T1	12
FUN_019879-T1	12
FUN_017023-T1	12
FUN_003373-T1	12
FUN_005705-T1	12
FUN_012331-T1	12
FUN_016666-T1	12
FUN_018903-T1	12
FUN_019859-T1	12
FUN_002131-T1	12
FUN_009296-T1	12
FUN_009308-T1	12
FUN_020420-T1	12
FUN_007880-T1	12
FUN_020444-T1	12
FUN_003031-T1	12
FUN_019822-T1	12
FUN_020467-T1	12
FUN_020471-T1	12
FUN_014362-T1	12
FUN_019136-T1	12
FUN_010826-T1	12
FUN_005736-T1	12
FUN_000662-T1	12
FUN_016805-T1	12
FUN_009340-T1	12
FUN_013490-T1	12
FUN_009359-T1	12
FUN_016635-T1	12
FUN_016643-T1	12
FUN_001630-T1	12
FUN_018673-T1	12
FUN_005019-T1	12
FUN_007844-T1	12
FUN_005413-T1	12
FUN_014357-T1	12
FUN_019813-T1	12
FUN_001015-T1	12
FUN_017631-T1	12
FUN_001020-T1	12
FUN_001026-T1	12
FUN_019810-T1	12
FUN_003640-T1	12
FUN_020495-T1	12
FUN_000609-T1	12
FUN_009414-T1	12
FUN_009385-T1	12
FUN_015371-T1	12
FUN_011835-T1	12
FUN_018697-T1	12
FUN_013503-T1	12
FUN_007675-T1	12
FUN_005040-T1	12
FUN_007691-T1	12
FUN_019767-T1	12
FUN_009461-T1	12
FUN_003154-T1	12
FUN_013103-T1	12
FUN_000597-T1	12
FUN_017614-T1	12
FUN_017618-T1	12
FUN_019789-T1	12
FUN_019793-T1	12
FUN_009465-T1	12
FUN_007645-T1	12
FUN_020526-T1	12
FUN_010812-T1	12
FUN_014365-T1	12
FUN_002285-T1	12
FUN_001525-T1	12
FUN_003775-T1	12
FUN_000586-T1	12
FUN_009540-T1	12
FUN_009526-T1	12
FUN_017177-T1	12
FUN_003032-T1	12
FUN_003037-T1	12
FUN_015364-T1	12
FUN_019697-T1	12
FUN_020568-T1	12
FUN_003255-T1	12
FUN_018658-T1	12
FUN_003860-T1	12
FUN_000097-T1	12
FUN_012580-T1	12
FUN_020589-T1	12
FUN_000544-T1	12
FUN_014139-T1	12
FUN_002232-T1	12
FUN_011347-T1	12
FUN_001085-T1	12
FUN_015816-T1	12
FUN_000548-T1	12
FUN_017880-T1	12
FUN_017888-T1	12
FUN_003938-T1	12
FUN_013602-T1	12
FUN_015801-T1	12
FUN_020712-T1	12
FUN_003777-T1	12
FUN_002711-T1	12
FUN_003868-T1	12
FUN_015354-T1	12
FUN_015846-T1	12
FUN_007405-T1	12
FUN_007406-T1	12
FUN_004558-T1	12
FUN_004559-T1	12
FUN_019664-T1	12
FUN_001633-T1	12
FUN_005085-T1	12
FUN_007386-T1	12
FUN_019677-T1	12
FUN_003201-T1	12
FUN_018928-T1	12
FUN_017080-T1	12
FUN_014606-T1	12
FUN_012197-T1	12
FUN_005819-T1	12
FUN_013973-T1	12
FUN_021358-T1	12
FUN_003293-T1	12
FUN_015878-T1	12
FUN_013593-T1	12
FUN_003059-T1	12
FUN_020798-T1	12
FUN_020781-T1	12
FUN_020786-T1	12
FUN_020773-T1	12
FUN_005105-T1	12
FUN_005109-T1	12
FUN_001658-T1	12
FUN_010773-T1	12
FUN_012639-T1	12
FUN_005867-T1	12
FUN_015277-T1	12
FUN_009903-T1	12
FUN_007276-T1	12
FUN_013011-T1	12
FUN_017323-T1	12
FUN_017573-T1	12
FUN_020813-T1	12
FUN_019603-T1	12
FUN_019590-T1	12
FUN_015279-T1	12
FUN_015284-T1	12
FUN_011923-T1	12
FUN_014618-T1	12
FUN_017437-T1	12
FUN_018286-T1	12
FUN_001739-T1	12
FUN_011933-T1	12
FUN_016560-T1	12
FUN_017583-T1	12
FUN_000489-T1	12
FUN_018938-T1	12
FUN_003474-T1	12
FUN_002598-T1	12
FUN_020870-T1	12
FUN_007170-T1	12
FUN_018182-T1	12
FUN_011267-T1	12
FUN_010712-T1	12
FUN_019215-T1	12
FUN_001743-T1	12
FUN_001745-T1	12
FUN_004516-T1	12
FUN_001147-T1	12
FUN_001151-T1	12
FUN_001153-T1	12
FUN_002858-T1	12
FUN_007116-T1	12
FUN_000468-T1	12
FUN_015906-T1	12
FUN_002850-T1	12
FUN_001157-T1	12
FUN_017898-T1	12
FUN_017910-T1	12
FUN_014954-T1	12
FUN_018027-T1	12
FUN_021329-T1	12
FUN_002728-T1	12
FUN_017566-T1	12
FUN_019581-T1	12
FUN_002374-T1	12
FUN_007109-T1	12
FUN_001484-T1	12
FUN_010090-T1	12
FUN_007083-T1	12
FUN_000432-T1	12
FUN_001679-T1	12
FUN_004478-T1	12
FUN_006792-T1	12
FUN_006795-T1	12
FUN_001797-T1	12
FUN_000099-T1	12
FUN_013917-T1	12
FUN_002449-T1	12
FUN_013006-T1	12
FUN_019535-T1	12
FUN_019537-T1	12
FUN_019544-T1	12
FUN_012599-T1	12
FUN_003754-T1	12
FUN_020978-T1	12
FUN_018582-T1	12
FUN_011217-T1	12
FUN_006735-T1	12
FUN_006740-T1	12
FUN_013732-T1	12
FUN_001691-T1	12
FUN_011989-T1	12
FUN_003717-T1	12
FUN_002446-T1	12
FUN_013920-T1	12
FUN_017924-T1	12
FUN_019533-T1	12
FUN_001190-T1	12
FUN_003676-T1	12
FUN_004169-T1	12
FUN_001478-T1	12
FUN_001717-T1	12
FUN_016511-T1	12
FUN_002251-T1	12
FUN_002253-T1	12
FUN_012400-T1	12
FUN_018191-T1	12
FUN_011197-T1	12
FUN_017113-T1	12
FUN_017117-T1	12
FUN_019475-T1	12
FUN_021028-T1	12
FUN_002822-T1	12
FUN_002824-T1	12
FUN_005208-T1	12
FUN_006654-T1	12
FUN_002815-T1	12
FUN_021015-T1	12
FUN_003681-T1	12
FUN_002813-T1	12
FUN_003911-T1	12
FUN_019464-T1	12
FUN_013768-T1	12
FUN_006587-T1	12
FUN_006580-T1	12
FUN_003711-T1	12
FUN_001334-T1	12
FUN_000128-T1	12
FUN_006013-T1	12
FUN_011194-T1	12
FUN_001469-T1	12
FUN_006573-T1	12
FUN_002309-T1	12
FUN_001981-T1	12
FUN_019437-T1	12
FUN_005224-T1	12
FUN_019434-T1	12
FUN_019417-T1	12
FUN_021051-T1	12
FUN_021283-T1	12
FUN_016240-T1	12
FUN_003440-T1	12
FUN_001713-T1	12
FUN_015181-T1	12
FUN_001476-T1	12
FUN_004188-T1	12
FUN_004191-T1	12
FUN_004196-T1	12
FUN_002805-T1	12
FUN_014584-T1	12
FUN_014586-T1	12
FUN_004417-T1	12
FUN_002802-T1	12
FUN_003422-T1	12
FUN_010328-T1	12
FUN_001967-T1	12
FUN_017952-T1	12
FUN_016214-T1	12
FUN_002731-T1	12
FUN_005236-T1	12
FUN_001712-T1	12
FUN_012117-T1	12
FUN_001248-T1	12
FUN_019400-T1	12
FUN_003189-T1	12
FUN_017510-T1	12
FUN_005266-T1	12
FUN_019376-T1	12
FUN_013834-T1	12
FUN_013809-T1	12
FUN_013813-T1	12
FUN_021113-T1	12
FUN_019267-T1	12
FUN_019257-T1	12
FUN_002458-T1	12
FUN_002464-T1	12
FUN_014321-T1	12
FUN_002788-T1	12
FUN_006372-T1	12
FUN_017947-T1	12
FUN_021129-T1	12
FUN_012381-T1	12
FUN_012385-T1	12
FUN_006320-T1	12
FUN_003396-T1	12
FUN_004352-T1	12
FUN_019274-T1	12
FUN_003123-T1	12
FUN_005325-T1	12
FUN_006055-T1	12
FUN_013861-T1	12
FUN_017463-T1	12
FUN_010424-T1	12
FUN_010425-T1	12
FUN_003304-T1	12
FUN_013822-T1	12
FUN_018324-T1	12
FUN_006282-T1	12
FUN_001295-T1	12
FUN_017472-T1	12
FUN_001724-T1	12
FUN_004365-T1	12
FUN_003390-T1	12
FUN_021190-T1	12
FUN_005299-T1	12
FUN_021251-T1	12
FUN_003889-T1	12
FUN_018305-T1	12
FUN_019272-T1	12
FUN_017479-T1	12
FUN_017492-T1	12
FUN_003698-T1	12
FUN_016939-T1	12
FUN_002746-T1	12
FUN_016447-T1	12
FUN_006183-T1	12
FUN_021220-T1	12
FUN_014092-T1	12
FUN_001301-T1	12
FUN_001950-T1	12
FUN_001952-T1	12
FUN_019305-T1	12
FUN_019306-T1	12
FUN_018075-T1	12
FUN_012582-T1	12
FUN_021234-T1	12
FUN_003339-T1	12
FUN_003351-T1	12
FUN_019289-T1	12
FUN_006107-T1	12
FUN_004338-T1	12
FUN_002438-T1	12
FUN_016426-T1	12
FUN_021526-T1	12
FUN_000044-T1	12
FUN_005479-T1	12
FUN_005502-T1	12
FUN_002428-T1	12
FUN_002659-T1	12
FUN_002664-T1	12
FUN_000012-T1	12
FUN_000021-T1	12
FUN_021508-T1	12
FUN_021489-T1	11
FUN_005514-T1	11
FUN_005471-T1	11
FUN_016402-T1	11
FUN_005760-T1	11
FUN_012679-T1	11
FUN_017837-T1	11
FUN_001012-T1	11
FUN_013511-T1	11
FUN_002207-T1	11
FUN_001628-T1	11
FUN_021243-T1	11
FUN_005318-T1	11
FUN_001902-T1	11
FUN_011086-T1	11
FUN_010571-T1	11
FUN_018317-T1	11
FUN_020093-T1	11
FUN_006150-T1	11
FUN_007789-T1	11
FUN_011827-T1	11
FUN_011802-T1	11
FUN_019808-T1	11
FUN_003633-T1	11
FUN_013471-T1	11
FUN_011817-T1	11
FUN_011776-T1	11
FUN_004267-T1	11
FUN_018810-T1	11
FUN_008699-T1	11
FUN_000852-T1	11
FUN_015474-T1	11
FUN_001954-T1	11
FUN_001955-T1	11
FUN_001320-T1	11
FUN_001876-T1	11
FUN_002763-T1	11
FUN_020084-T1	11
FUN_014692-T1	11
FUN_001879-T1	11
FUN_016181-T1	11
FUN_006203-T1	11
FUN_001309-T1	11
FUN_002177-T1	11
FUN_015375-T1	11
FUN_001050-T1	11
FUN_002213-T1	11
FUN_015745-T1	11
FUN_004141-T1	11
FUN_018689-T1	11
FUN_003516-T1	11
FUN_018913-T1	11
FUN_016934-T1	11
FUN_016935-T1	11
FUN_019329-T1	11
FUN_002750-T1	11
FUN_003761-T1	11
FUN_018126-T1	11
FUN_014396-T1	11
FUN_020081-T1	11
FUN_007643-T1	11
FUN_005043-T1	11
FUN_005833-T1	11
FUN_009316-T1	11
FUN_016640-T1	11
FUN_019168-T1	11
FUN_019147-T1	11
FUN_000081-T1	11
FUN_021426-T1	11
FUN_000659-T1	11
FUN_002578-T1	11
FUN_012276-T1	11
FUN_017853-T1	11
FUN_018296-T1	11
FUN_001326-T1	11
FUN_003303-T1	11
FUN_018326-T1	11
FUN_000184-T1	11
FUN_017489-T1	11
FUN_020500-T1	11
FUN_020508-T1	11
FUN_020510-T1	11
FUN_009426-T1	11
FUN_009334-T1	11
FUN_016800-T1	11
FUN_008817-T1	11
FUN_004842-T1	11
FUN_004107-T1	11
FUN_018788-T1	11
FUN_015042-T1	11
FUN_010457-T1	11
FUN_006273-T1	11
FUN_016425-T1	11
FUN_016443-T1	11
FUN_003877-T1	11
FUN_005016-T1	11
FUN_003764-T1	11
FUN_003766-T1	11
FUN_002592-T1	11
FUN_020532-T1	11
FUN_020540-T1	11
FUN_000599-T1	11
FUN_013063-T1	11
FUN_009482-T1	11
FUN_018238-T1	11
FUN_012507-T1	11
FUN_002653-T1	11
FUN_004363-T1	11
FUN_017475-T1	11
FUN_012156-T1	11
FUN_001721-T1	11
FUN_004116-T1	11
FUN_008815-T1	11
FUN_010783-T1	11
FUN_010795-T1	11
FUN_005788-T1	11
FUN_020472-T1	11
FUN_014360-T1	11
FUN_020430-T1	11
FUN_020407-T1	11
FUN_018320-T1	11
FUN_021170-T1	11
FUN_006263-T1	11
FUN_014804-T1	11
FUN_000572-T1	11
FUN_019739-T1	11
FUN_009533-T1	11
FUN_007553-T1	11
FUN_007554-T1	11
FUN_007555-T1	11
FUN_009484-T1	11
FUN_001056-T1	11
FUN_011824-T1	11
FUN_000569-T1	11
FUN_000655-T1	11
FUN_007924-T1	11
FUN_020414-T1	11
FUN_011765-T1	11
FUN_004057-T1	11
FUN_008641-T1	11
FUN_002159-T1	11
FUN_003313-T1	11
FUN_003400-T1	11
FUN_003305-T1	11
FUN_014967-T1	11
FUN_013888-T1	11
FUN_019354-T1	11
FUN_003892-T1	11
FUN_014426-T1	11
FUN_014427-T1	11
FUN_020155-T1	11
FUN_020160-T1	11
FUN_004058-T1	11
FUN_011767-T1	11
FUN_018165-T1	11
FUN_014279-T1	11
FUN_018668-T1	11
FUN_003933-T1	11
FUN_001058-T1	11
FUN_019702-T1	11
FUN_009503-T1	11
FUN_000590-T1	11
FUN_013572-T1	11
FUN_016598-T1	11
FUN_011858-T1	11
FUN_018660-T1	11
FUN_003858-T1	11
FUN_005822-T1	11
FUN_000089-T1	11
FUN_011158-T1	11
FUN_019000-T1	11
FUN_001461-T1	11
FUN_008611-T1	11
FUN_013341-T1	11
FUN_003568-T1	11
FUN_003573-T1	11
FUN_002539-T1	11
FUN_004835-T1	11
FUN_000843-T1	11
FUN_018797-T1	11
FUN_021139-T1	11
FUN_018200-T1	11
FUN_006029-T1	11
FUN_010653-T1	11
FUN_002463-T1	11
FUN_018544-T1	11
FUN_021143-T1	11
FUN_019836-T1	11
FUN_018168-T1	11
FUN_007902-T1	11
FUN_005005-T1	11
FUN_018876-T1	11
FUN_019861-T1	11
FUN_000976-T1	11
FUN_019730-T1	11
FUN_012576-T1	11
FUN_018083-T1	11
FUN_004156-T1	11
FUN_020583-T1	11
FUN_009285-T1	11
FUN_012326-T1	11
FUN_020192-T1	11
FUN_014320-T1	11
FUN_021111-T1	11
FUN_003813-T1	11
FUN_001066-T1	11
FUN_007545-T1	11
FUN_000530-T1	11
FUN_000534-T1	11
FUN_004286-T1	11
FUN_000542-T1	11
FUN_020710-T1	11
FUN_013551-T1	11
FUN_000552-T1	11
FUN_009569-T1	11
FUN_003025-T1	11
FUN_019878-T1	11
FUN_011402-T1	11
FUN_011457-T1	11
FUN_021097-T1	11
FUN_016485-T1	11
FUN_006392-T1	11
FUN_016322-T1	11
FUN_007961-T1	11
FUN_019724-T1	11
FUN_019680-T1	11
FUN_002218-T1	11
FUN_020721-T1	11
FUN_012434-T1	11
FUN_021408-T1	11
FUN_021431-T1	11
FUN_017501-T1	11
FUN_012111-T1	11
FUN_012034-T1	11
FUN_008860-T1	11
FUN_020051-T1	11
FUN_018815-T1	11
FUN_018818-T1	11
FUN_013996-T1	11
FUN_015686-T1	11
FUN_019174-T1	11
FUN_018292-T1	11
FUN_007943-T1	11
FUN_004736-T1	11
FUN_017809-T1	11
FUN_004709-T1	11
FUN_012652-T1	11
FUN_001889-T1	11
FUN_010961-T1	11
FUN_002429-T1	11
FUN_000691-T1	11
FUN_007986-T1	11
FUN_002476-T1	11
FUN_002477-T1	11
FUN_002483-T1	11
FUN_016562-T1	11
FUN_007401-T1	11
FUN_002568-T1	11
FUN_019908-T1	11
FUN_015410-T1	11
FUN_008001-T1	11
FUN_020774-T1	11
FUN_001117-T1	11
FUN_009602-T1	11
FUN_020777-T1	11
FUN_019659-T1	11
FUN_019392-T1	11
FUN_019393-T1	11
FUN_003421-T1	11
FUN_014997-T1	11
FUN_014774-T1	11
FUN_014775-T1	11
FUN_003324-T1	11
FUN_011875-T1	11
FUN_005847-T1	11
FUN_007326-T1	11
FUN_007344-T1	11
FUN_013974-T1	11
FUN_004226-T1	11
FUN_004227-T1	11
FUN_004412-T1	11
FUN_001229-T1	11
FUN_002941-T1	11
FUN_000811-T1	11
FUN_015490-T1	11
FUN_008545-T1	11
FUN_005861-T1	11
FUN_014272-T1	11
FUN_017870-T1	11
FUN_017871-T1	11
FUN_018174-T1	11
FUN_013164-T1	11
FUN_021049-T1	11
FUN_011058-T1	11
FUN_004852-T1	11
FUN_015567-T1	11
FUN_017760-T1	11
FUN_011505-T1	11
FUN_011507-T1	11
FUN_020225-T1	11
FUN_009862-T1	11
FUN_009867-T1	11
FUN_003054-T1	11
FUN_019652-T1	11
FUN_011335-T1	11
FUN_003534-T1	11
FUN_003538-T1	11
FUN_001607-T1	11
FUN_001613-T1	11
FUN_015656-T1	11
FUN_000700-T1	11
FUN_020363-T1	11
FUN_011526-T1	11
FUN_014404-T1	11
FUN_000354-T1	11
FUN_006043-T1	11
FUN_021297-T1	11
FUN_003442-T1	11
FUN_000345-T1	11
FUN_006526-T1	11
FUN_015269-T1	11
FUN_003730-T1	11
FUN_002355-T1	11
FUN_021379-T1	11
FUN_005886-T1	11
FUN_002726-T1	11
FUN_020811-T1	11
FUN_009911-T1	11
FUN_001218-T1	11
FUN_015207-T1	11
FUN_001234-T1	11
FUN_015208-T1	11
FUN_002989-T1	11
FUN_002933-T1	11
FUN_018758-T1	11
FUN_018764-T1	11
FUN_004089-T1	11
FUN_003332-T1	11
FUN_011741-T1	11
FUN_017783-T1	11
FUN_017784-T1	11
FUN_021056-T1	11
FUN_004217-T1	11
FUN_006560-T1	11
FUN_006572-T1	11
FUN_001985-T1	11
FUN_019425-T1	11
FUN_013440-T1	11
FUN_017646-T1	11
FUN_000501-T1	11
FUN_018625-T1	11
FUN_005674-T1	11
FUN_020834-T1	11
FUN_019605-T1	11
FUN_015282-T1	11
FUN_005127-T1	11
FUN_014608-T1	11
FUN_019223-T1	11
FUN_019224-T1	11
FUN_002273-T1	11
FUN_005983-T1	11
FUN_019092-T1	11
FUN_001398-T1	11
FUN_005604-T1	11
FUN_005612-T1	11
FUN_009194-T1	11
FUN_002189-T1	11
FUN_017590-T1	11
FUN_021328-T1	11
FUN_001742-T1	11
FUN_018617-T1	11
FUN_011304-T1	11
FUN_000487-T1	11
FUN_013367-T1	11
FUN_011193-T1	11
FUN_018966-T1	11
FUN_004439-T1	11
FUN_001200-T1	11
FUN_019447-T1	11
FUN_010246-T1	11
FUN_021022-T1	11
FUN_016242-T1	11
FUN_016492-T1	11
FUN_014745-T1	11
FUN_001491-T1	11
FUN_018939-T1	11
FUN_009161-T1	11
FUN_001396-T1	11
FUN_015640-T1	11
FUN_011697-T1	11
FUN_008095-T1	11
FUN_008096-T1	11
FUN_015225-T1	11
FUN_015187-T1	11
FUN_020254-T1	11
FUN_004779-T1	11
FUN_008357-T1	11
FUN_020327-T1	11
FUN_000739-T1	11
FUN_002857-T1	11
FUN_002603-T1	11
FUN_002605-T1	11
FUN_003792-T1	11
FUN_001159-T1	11
FUN_017891-T1	11
FUN_019480-T1	11
FUN_001189-T1	11
FUN_003685-T1	11
FUN_001351-T1	11
FUN_012369-T1	11
FUN_001156-T1	11
FUN_009143-T1	11
FUN_015425-T1	11
FUN_015404-T1	11
FUN_001589-T1	11
FUN_020310-T1	11
FUN_002918-T1	11
FUN_012540-T1	11
FUN_007115-T1	11
FUN_020839-T1	11
FUN_020875-T1	11
FUN_000462-T1	11
FUN_015917-T1	11
FUN_016866-T1	11
FUN_018605-T1	11
FUN_001668-T1	11
FUN_007099-T1	11
FUN_011201-T1	11
FUN_008290-T1	11
FUN_008933-T1	11
FUN_014384-T1	11
FUN_014389-T1	11
FUN_003776-T1	11
FUN_003553-T1	11
FUN_007132-T1	11
FUN_007136-T1	11
FUN_011415-T1	11
FUN_004132-T1	11
FUN_001901-T1	11
FUN_001911-T1	11
FUN_001767-T1	11
FUN_001774-T1	11
FUN_001781-T1	11
FUN_016307-T1	11
FUN_002695-T1	11
FUN_005639-T1	11
FUN_005598-T1	11
FUN_010225-T1	11
FUN_019496-T1	11
FUN_018563-T1	11
FUN_002619-T1	11
FUN_017512-T1	11
FUN_002254-T1	11
FUN_012406-T1	11
FUN_021018-T1	11
FUN_017118-T1	11
FUN_000406-T1	11
FUN_021004-T1	11
FUN_001480-T1	11
FUN_018247-T1	11
FUN_011082-T1	11
FUN_007088-T1	11
FUN_016539-T1	11
FUN_016544-T1	11
FUN_019220-T1	11
FUN_010721-T1	11
FUN_016410-T1	11
FUN_005944-T1	11
FUN_021310-T1	11
FUN_005967-T1	11
FUN_019564-T1	11
FUN_019567-T1	11
FUN_015614-T1	11
FUN_016700-T1	11
FUN_016702-T1	11
FUN_018588-T1	11
FUN_018595-T1	11
FUN_015215-T1	11
FUN_013710-T1	11
FUN_013713-T1	11
FUN_006689-T1	11
FUN_000394-T1	11
FUN_006732-T1	11
FUN_009109-T1	11
FUN_004939-T1	11
FUN_017558-T1	11
FUN_020891-T1	11
FUN_002373-T1	11
FUN_009035-T1	11
FUN_021002-T1	11
FUN_002447-T1	11
FUN_013921-T1	11
FUN_016254-T1	11
FUN_017240-T1	11
FUN_017241-T1	11
FUN_020884-T1	11
FUN_013652-T1	11
FUN_004502-T1	11
FUN_002407-T1	11
FUN_002410-T1	11
FUN_003463-T1	11
FUN_010910-T1	11
